chr	gene	nSNPs	nSims	start	stop	Test	geneBased.pval	topSNP	topSNP.pval	genome	cohort	outcome	disease
9	PTGS1	147	1000	125122808	125167982	118.133825695674	0.578421578421578	rs111268430	0.0174973834277442	D	c2	TRM	AMLonly
1	PTGS2	107	1000	186630943	186659559	232.836698175742	0.0759240759240759	rs112167261	0.00773820754835309	D	c2	TRM	AMLonly
1	PTPN22	141	1000	114346432	114424375	56.658460831015	0.923076923076923	rs79938023	0.0482497603550027	D	c2	TRM	AMLonly
6	RAET1E	112	1000	150194510	150227195	71.5904611349174	0.548451548451548	rs79782857	0.0752479635957218	D	c2	TRM	AMLonly
6	RAET1G	87	1000	150228013	150254214	113.794830581906	0.218781218781219	rs7738773	0.0415661161063765	D	c2	TRM	AMLonly
6	RAET1L	87	1000	150331265	150356668	44.4785165592733	0.742257742257742	rs147691948	0.000434731053162381	D	c2	TRM	AMLonly
19	RELB	128	1000	45494706	45551456	121.32970913345	0.494505494505495	rs1076986	0.0131983367974799	D	c2	TRM	AMLonly
4	RFC1	171	1000	39279068	39378001	215.060465228878	0.246753246753247	rs13142220	0.00926331335336926	D	c2	TRM	AMLonly
7	RFC2	73	1000	73635831	73678788	34.6482233370438	0.891108891108891	rs138677184	0.0240031412379903	D	c2	TRM	AMLonly
13	RFC3	374	10000	34382205	34550695	728.216844538417	0.0708929107089291	rs77327952	0.002674363286717	D	c2	TRM	AMLonly
3	RFC4	73	1000	186497681	186534484	102.933844973812	0.194805194805195	rs181017270	0.0209552946394383	D	c2	TRM	AMLonly
12	RFC5	110	1000	118444505	118480042	118.595280571942	0.364635364635365	rs148022824	0.00126374167218699	D	c2	TRM	AMLonly
1	SELL	179	1000	169649805	169690843	130.812808153525	0.632367632367632	rs12036937	0.00561011276281576	D	c2	TRM	AMLonly
5	SLC22A4	189	1000	131620144	131689899	158.151085708625	0.426573426573427	rs272890	0.0127398826741101	D	c2	TRM	AMLonly
5	SLC22A5	132	1000	131695400	131741306	120.751157616811	0.423576423576424	rs141281258	0.0154221593587752	D	c2	TRM	AMLonly
12	SMUG1	64	1000	54564141	54592778	109.627991980317	0.12987012987013	rs61921385	0.0337143164935472	D	c2	TRM	AMLonly
2	STAT4	285	10000	191884301	192026322	552.475236882947	0.0473952604739526	rs71414919	0.00160415967202165	D	c2	TRM	AMLonly
11	TCN1	33	1000	59610280	59644041	24.4456959486832	0.661338661338661	rs117465433	0.0370969574915952	D	c2	TRM	AMLonly
22	TCN2	263	1000	30993069	31033047	271.134739175094	0.383616383616384	rs4497961	0.0279973329807673	D	c2	TRM	AMLonly
12	TDG	169	1000	104349592	104392656	59.4299827260333	0.946053946053946	rs11613576	0.166135539776012	D	c2	TRM	AMLonly
19	TGFB1	91	1000	41826435	41869838	119.968397774089	0.217782217782218	rs8110090	0.00158409642991996	D	c2	TRM	AMLonly
1	TGFB2	242	1000	218508675	218627961	340.556769147163	0.161838161838162	rs11118102	0.00459699434864679	D	c2	TRM	AMLonly
9	TGFBR1	114	1000	101857411	101926473	48.9127244578917	0.859140859140859	rs78471739	0.0790279799862342	D	c2	TRM	AMLonly
3	TGFBR2	333	1000	30637993	30745633	378.027256962969	0.267732267732268	rs3087463	0.00226905085175166	D	c2	TRM	AMLonly
1	TGFBR3	787	1000	92135899	92381559	441.199114192	0.94005994005994	rs6696315	0.0150330268048326	D	c2	TRM	AMLonly
4	TLR1	119	1000	38787875	38816412	96.855545885132	0.491508491508492	rs5743611	0.0591096185184169	D	c2	TRM	AMLonly
4	TLR10	188	1000	38763859	38794611	221.725273498984	0.318681318681319	rs113532153	0.0284386142843884	D	c2	TRM	AMLonly
4	TLR2	93	1000	154595440	154637242	87.5807825919197	0.460539460539461	rs6842948	0.0415335293125923	D	c2	TRM	AMLonly
4	TLR3	140	1000	186980308	187016252	154.900018990823	0.321678321678322	rs78963230	0.0119689090201966	D	c2	TRM	AMLonly
9	TLR4	80	1000	120456452	120489769	64.8622413146345	0.562437562437562	rs79615642	0.0952186962385066	D	c2	TRM	AMLonly
1	TLR5	192	1000	223272747	223326624	426.534132871965	0.0739260739260739	rs34709111	0.0112305766763413	D	c2	TRM	AMLonly
4	TLR6	201	1000	38815328	38868438	90.798749153274	0.793206793206793	rs62294508	0.00293775851611321	D	c2	TRM	AMLonly
3	TLR9	37	1000	52245095	52270179	39.2434687725942	0.361638361638362	rs352142	0.0300719874321458	D	c2	TRM	AMLonly
6	TNF	72	1000	31533343	31556112	84.9031430286139	0.267732267732268	rs138758805	0.00669040492688216	D	c2	TRM	AMLonly
8	TNFRSF10A	184	1000	23038969	23092680	89.1141416895434	0.921078921078921	rs11998505	0.0265950037443889	D	c2	TRM	AMLonly
12	TNFRSF1A	71	1000	6427922	6461283	89.4427328027513	0.253746253746254	rs4764578	0.0525857745483578	D	c2	TRM	AMLonly
1	TNFRSF1B	204	1000	12217059	12279277	225.10517792103	0.310689310689311	rs1768638	0.0224571455937397	D	c2	TRM	AMLonly
3	TNFSF10	179	1000	172213297	172251297	109.104723039132	0.772227772227772	rs11925997	0.0198050799129314	D	c2	TRM	AMLonly
1	TNFSF4	118	10000	173142869	173186471	229.251386681282	0.0688931106889311	rs10127727	0.00515164657758735	D	c2	TRM	AMLonly
22	TYMP	85	1000	50954180	50978514	62.8552734920641	0.644355644355644	rs75088399	0.0329140936294332	D	c2	TRM	AMLonly
6	ULBP3	99	1000	150375742	150400202	26.9088343304735	0.963036963036963	rs117604315	0.116283534637834	D	c2	TRM	AMLonly
12	UNG	83	1000	109525398	109558798	65.4080324654984	0.597402597402597	rs80001089	0.0643124371135659	D	c2	TRM	AMLonly
12	VDR	229	1000	48225319	48308814	284.501477139462	0.205794205794206	rs2107301	0.00522300104468176	D	c2	TRM	AMLonly
19	XRCC1	171	1000	44037463	44089730	109.274140023416	0.751248751248751	rs25476	0.0191745512373741	D	c2	TRM	AMLonly
7	ABCB1	470	1000	87123178	87352639	375.516657307315	0.589410589410589	rs17064	0.00173631854800727	D	c2	TRM	mixed
16	ABCC1	703	1000	16033433	16246930	563.514894769038	0.662337662337662	rs45566332	0.00506664482693163	D	c2	TRM	mixed
13	ABCC4	1204	1000	95662082	95963687	1436.69132736403	0.218781218781219	rs2892715	0.00449773842722288	D	c2	TRM	mixed
4	ABCG2	521	1000	89001415	89162474	339.351882267566	0.815184815184815	rs2231138	0.000581233331978576	D	c2	TRM	mixed
14	APEX1	68	1000	20913289	20935931	90.6581341586531	0.181818181818182	rs74533796	0.00360474282607071	D	c2	TRM	mixed
19	C3	263	1000	6667845	6730662	152.39721648016	0.882117882117882	rs11569555	0.0104544937810848	D	c2	TRM	mixed
19	CARD8	315	1000	48701342	48769203	306.406898385328	0.405594405594406	rs6509369	0.0111886472297471	D	c2	TRM	mixed
21	CBS	214	1000	44463300	44506472	179.876686073532	0.557442557442557	rs73220915	0.0015978522123492	D	c2	TRM	mixed
3	CCR5	79	1000	46401632	46427697	97.7191686155662	0.263736263736264	rs7652037	0.0259095041657284	D	c2	TRM	mixed
5	CD14	57	1000	140001312	140023286	25.313209552872	0.778221778221778	rs11574651	0.0429436915661168	D	c2	TRM	mixed
9	CD274	143	1000	5440502	5480567	117.532178370148	0.588411588411588	rs4742098	0.0213645014354654	D	c2	TRM	mixed
2	CD28	128	1000	204561197	204613636	118.919492020789	0.435564435564436	rs75535961	0.0167765790419689	D	c2	TRM	mixed
20	CD40	89	1000	44736905	44768384	119.130149106747	0.213786213786214	rs1883838	0.0081966066021896	D	c2	TRM	mixed
3	CD86	181	1000	121764208	121849988	113.011209926586	0.846153846153846	rs36226874	0.0348527028878077	D	c2	TRM	mixed
10	CHUK	136	1000	101938123	101999344	243.688687273892	0.122877122877123	rs4919432	0.0179751819800726	D	c2	TRM	mixed
1	CTH	131	1000	70866900	70915534	125.468574810217	0.447552447552448	rs487773	0.0231745811988343	D	c2	TRM	mixed
2	CTLA4	50	1000	204722510	204748683	44.0948522225488	0.416583416583417	rs231771	0.027929497780064	D	c2	TRM	mixed
4	CXCL10	91	1000	76932268	76954689	174.634175073796	0.106893106893107	rs12508110	0.0304067688521187	D	c2	TRM	mixed
4	CXCL8	42	1000	74596222	74619433	12.6005932176941	0.86013986013986	rs4694635	0.117079576426132	D	c2	TRM	mixed
19	CYP2B6	191	1000	41487203	41534301	104.771408987617	0.795204795204795	rs1042389	0.0347418402595494	D	c2	TRM	mixed
10	CYP2C19	306	1000	96512462	96622671	219.277511333744	0.581418581418581	rs11498525	0.0472827772804971	D	c2	TRM	mixed
10	CYP2C9	264	1000	96688414	96759148	161.604530088892	0.691308691308691	rs1934968	0.0812215771033893	D	c2	TRM	mixed
7	CYP3A5	73	1000	99235811	99287649	71.2545270919592	0.388611388611389	rs41300719	0.0113230597541866	D	c2	TRM	mixed
14	DAAM1	613	1000	59645380	59848123	693.426741786995	0.315684315684316	rs17255548	0.0257653502872873	D	c2	TRM	mixed
6	EDN1	73	1000	12280528	12307427	73.4041227287637	0.404595404595405	rs17594577	0.013516401112499	D	c2	TRM	mixed
6	ESR1	1364	1000	152001630	152434408	1192.47828155202	0.578421578421578	rs146193265	0.000334607571232385	D	c2	TRM	mixed
10	FAS	214	1000	90740287	90785542	107.601339842794	0.848151848151848	rs148155729	0.0359782597359824	D	c2	TRM	mixed
1	FASLG	62	1000	172618184	172646012	23.675674757014	0.92007992007992	rs12130118	0.0126900500200389	D	c2	TRM	mixed
1	FCGR2A	120	1000	161465204	161499360	131.232003088791	0.310689310689311	rs12125379	0.00298790983508168	D	c2	TRM	mixed
11	FEN1	28	1000	61550108	61574714	20.9103165101804	0.491508491508492	rs193250731	0.0427228463405583	D	c2	TRM	mixed
6	GCLC	243	1000	53352139	53419927	299.178424500941	0.224775224775225	rs151205431	0.00595715682431809	D	c2	TRM	mixed
1	GCLM	138	1000	94342589	94385012	143.547029352918	0.388611388611389	rs6680315	0.0308783688653005	D	c2	TRM	mixed
22	GGT1	199	1000	24969717	25034972	162.93733421536	0.627372627372627	rs16978740	0.0063798815452826	D	c2	TRM	mixed
3	GPX1	31	1000	49384608	49405791	32.7843924232759	0.332667332667333	rs111812549	0.0641335112256006	D	c2	TRM	mixed
14	GPX2	79	1000	65395869	65419623	59.2248567179895	0.559440559440559	rs116928719	0.0681074519577982	D	c2	TRM	mixed
5	GPX3	81	1000	150389998	150418554	60.5483717543996	0.581418581418581	rs78553122	0.0153065699503863	D	c2	TRM	mixed
6	GSTA1	92	1000	52646177	52678664	65.9026603994303	0.501498501498502	rs146718632	0.0995383437734432	D	c2	TRM	mixed
1	GSTM1	40	1000	110220417	110246367	42.2971111921571	0.342657342657343	rs187167241	0.0124397668097621	D	c2	TRM	mixed
1	GSTM2	79	1000	110200643	110236619	91.0518982930074	0.266733266733267	rs187167241	0.0124397668097621	D	c2	TRM	mixed
1	GSTM3	56	1000	110266553	110293660	24.9216774735509	0.871128871128871	rs55829291	0.117676993069485	D	c2	TRM	mixed
1	GSTM4	90	1000	110188697	110218123	60.1106894325092	0.73026973026973	rs574344	0.0138311447389112	D	c2	TRM	mixed
1	GSTM5	103	1000	110244863	110270890	60.1948247925712	0.776223776223776	rs150278958	0.0121913439009225	D	c2	TRM	mixed
11	GSTP1	84	1000	67341065	67364124	78.7700598217162	0.400599400599401	rs56031100	0.007413533191706	D	c2	TRM	mixed
22	GSTT1	10	1000	24366138	24394284	10.3959909670013	0.398601398601399	rs192602631	0.110490228522976	D	c2	TRM	mixed
14	GZMB	81	1000	25090160	25113432	89.2145847808912	0.332667332667333	rs11625270	0.0245197739922586	D	c2	TRM	mixed
13	HMGB1	53	1000	31022878	31050081	82.1638559225375	0.167832167832168	rs4519192	0.0153128646154026	D	c2	TRM	mixed
4	HPSE	167	1000	84203613	84266306	55.4435607208747	0.976023976023976	rs142035644	0.022709110155764	D	c2	TRM	mixed
19	ICAM1	89	1000	10371516	10407291	80.711988230015	0.48951048951049	rs112872667	0.00320602742861965	D	c2	TRM	mixed
2	ICOS	176	1000	204791470	204836298	199.447354384905	0.330669330669331	rs190637567	0.000410884741948847	D	c2	TRM	mixed
12	IFNG	76	1000	68538549	68563521	74.1206575659976	0.388611388611389	rs6581791	0.102991702988055	D	c2	TRM	mixed
6	IFNGR1	70	1000	137508620	137550567	53.5694368214696	0.67032967032967	rs188998960	0.0212985697472458	D	c2	TRM	mixed
21	IFNGR2	146	10000	34765201	34819828	311.620661100819	0.0475952404759524	rs9975155	0.00205323458389295	D	c2	TRM	mixed
8	IKBKB	155	1000	42118819	42200171	135.077848207005	0.462537462537463	rs13282179	0.0117931431533814	D	c2	TRM	mixed
1	IL10	62	1000	206930947	206955839	38.8744406463465	0.728271728271728	rs114615982	0.127477487150466	D	c2	TRM	mixed
11	IL10RA	87	1000	117847105	117882199	70.547716217614	0.512487512487512	rs116952245	0.0219904153034641	D	c2	TRM	mixed
21	IL10RB	156	1000	34628664	34679539	136.386318382624	0.466533466533467	rs999259	0.0541011809898026	D	c2	TRM	mixed
3	IL12A	74	1000	159696622	159723806	40.2192609609751	0.812187812187812	rs143391257	0.0956014567945222	D	c2	TRM	mixed
5	IL12B	66	1000	158731790	158767481	43.6101728786055	0.662337662337662	rs147473399	0.122498228461243	D	c2	TRM	mixed
19	IL12RB1	253	1000	18159804	18219626	187.373822178643	0.63036963036963	rs117756900	0.00935777212214696	D	c2	TRM	mixed
5	IL13	41	10000	131983864	132006801	97.1972004598954	0.0487951204879512	rs1800925	0.0126866732024501	D	c2	TRM	mixed
10	IL15RA	222	1000	5984333	6030150	167.214067473739	0.697302697302697	rs10905513	0.030010495228819	D	c2	TRM	mixed
11	IL18	98	1000	112003973	112044840	64.1062309693523	0.663336663336663	rs139903832	0.047492332642642	D	c2	TRM	mixed
2	IL1A	83	1000	113521491	113552971	23.2160051292954	0.852147852147852	rs114166877	0.314595258875159	D	c2	TRM	mixed
2	IL1B	51	1000	113577336	113604356	50.1741087826216	0.398601398601399	rs3917356	0.06836786980592	D	c2	TRM	mixed
2	IL1R1	379	1000	102676835	102806334	578.223495493426	0.11988011988012	rs13401717	0.00169861345036027	D	c2	TRM	mixed
2	IL1RN	148	1000	113865469	113901593	52.3203339028332	0.909090909090909	rs17042905	0.137027343390936	D	c2	TRM	mixed
4	IL2	50	1000	123362625	123387650	68.8216462184274	0.213786213786214	rs10857091	0.0242132634366238	D	c2	TRM	mixed
1	IL23R	318	1000	67622168	67735650	214.344102332207	0.753246753246753	rs112118491	0.040560376726738	D	c2	TRM	mixed
10	IL2RA	305	1000	6042656	6114333	395.764055107819	0.193806193806194	rs2386841	0.00884892774859544	D	c2	TRM	mixed
5	IL4	63	1000	131999677	132028370	37.076623189106	0.637362637362637	rs2243208	0.0544498777329609	D	c2	TRM	mixed
16	IL4R	220	1000	27315229	27386099	332.781102268317	0.13986013986014	rs144660294	0.00102707477936106	D	c2	TRM	mixed
7	IL6	99	1000	22756765	22781621	90.8032815187534	0.458541458541459	rs1880243	0.0406499619648247	D	c2	TRM	mixed
1	IL6R	196	1000	154367668	154451926	155.311880969753	0.566433566433566	rs12035169	0.00583885651205922	D	c2	TRM	mixed
5	IL7R	139	1000	35846976	35889705	42.0571676012759	0.923076923076923	rs11567724	0.0785175717073191	D	c2	TRM	mixed
19	IRF3	39	1000	50152825	50179132	15.5019000087815	0.906093906093906	rs118117859	0.100718898400498	D	c2	TRM	mixed
12	KLRK1	106	1000	10514951	10552653	96.9643376814422	0.410589410589411	rs71450040	0.111283075397713	D	c2	TRM	mixed
19	LIG1	312	1000	48608701	48683860	389.374659759601	0.258741258741259	rs193089351	0.000911603739435322	D	c2	TRM	mixed
17	LIG3	43	1000	33297516	33342088	57.6869108852429	0.193806193806194	rs74366647	0.0463372119111281	D	c2	TRM	mixed
12	LRP1	154	1000	57512281	57617125	110.668533562324	0.677322677322677	rs7489208	0.0249828451142171	D	c2	TRM	mixed
19	MADCAM1	165	1000	486489	515343	160.506961267638	0.43956043956044	rs115452748	0.0100671965201095	D	c2	TRM	mixed
2	MAL	50	1000	95681399	95729737	58.4747575049569	0.266733266733267	rs75040964	0.0250850366905259	D	c2	TRM	mixed
3	MBD4	73	1000	129139786	129169022	21.5604915347352	0.875124875124875	rs4128190	0.180687183287904	D	c2	TRM	mixed
10	MBL2	126	1000	54515139	54541460	80.3618555366504	0.707292707292707	rs12784736	0.0443221396904459	D	c2	TRM	mixed
12	MGST1	152	1000	16490075	16540123	223.40389007711	0.151848151848152	rs1828682	0.0223844818686306	D	c2	TRM	mixed
22	MIF	106	1000	24226564	24247409	128.952395858748	0.251748251748252	rs5760093	0.0114487931939167	D	c2	TRM	mixed
16	MPG	96	1000	117017	145850	88.8552592057331	0.447552447552448	rs3826235	0.0291444667052302	D	c2	TRM	mixed
17	MPO	61	10000	56337216	56368296	118.243472905289	0.0592940705929407	rs115013689	0.00671764334529069	D	c2	TRM	mixed
1	MTHFR	231	1000	11835786	11876160	295.158906741156	0.257742257742258	rs12121543	0.0164303647815938	D	c2	TRM	mixed
1	MTR	334	1000	236948580	237077281	276.635349081147	0.512487512487512	rs147247353	0.00304028533688594	D	c2	TRM	mixed
5	MTRR	260	1000	7859216	7911235	123.74187467023	0.881118881118881	rs3776457	0.027407936803157	D	c2	TRM	mixed
1	MUTYH	40	1000	45784913	45816142	22.6229839858486	0.805194805194805	rs7535487	0.0799332923273758	D	c2	TRM	mixed
8	NAT1	389	1000	18017970	18091198	347.560801836052	0.519480519480519	rs71526189	0.0277013576608442	D	c2	TRM	mixed
8	NAT2	207	1000	18238754	18268723	58.684162579369	0.956043956043956	rs45594437	0.0555303589821398	D	c2	TRM	mixed
4	NFKB1	249	1000	103412485	103548459	147.448872391492	0.669330669330669	rs4648069	0.0682382836023343	D	c2	TRM	mixed
10	NFKB2	55	1000	104143866	104172286	42.4806012267072	0.684315684315684	rs36226954	0.0721828124839617	D	c2	TRM	mixed
14	NFKBIA	95	1000	35860715	35883960	69.003257380839	0.677322677322677	rs72666686	0.0191372684187442	D	c2	TRM	mixed
19	NFKBIB	68	1000	39380339	39409534	73.0219327808799	0.344655344655345	rs17884442	0.0359611344197387	D	c2	TRM	mixed
1	NLRP3	293	1000	247569457	247622406	155.353324168359	0.962037962037962	rs74772537	0.0103657283744907	D	c2	TRM	mixed
16	NOD2	102	1000	50721049	50776987	83.2208272007848	0.529470529470529	rs72796367	0.000848238471935037	D	c2	TRM	mixed
12	NOS1	485	1000	117635946	117809607	324.192073136463	0.799200799200799	rs117006799	0.00115837888058554	D	c2	TRM	mixed
17	NOS2	195	1000	26073791	26137555	175.68445732351	0.503496503496504	rs28999370	0.0202297807348792	D	c2	TRM	mixed
7	NOS3	102	1000	150678143	150721687	86.26581182212	0.588411588411588	rs10277237	0.0299641922309345	D	c2	TRM	mixed
16	NTHL1	58	1000	2079815	2107867	45.1121351244114	0.631368631368631	rs191406466	0.0178840234399948	D	c2	TRM	mixed
3	OGG1	69	1000	9781627	9818353	71.9741754239975	0.376623376623377	rs114251672	0.0252617680527591	D	c2	TRM	mixed
12	OLR1	143	1000	10300898	10334790	97.2941737837907	0.624375624375624	rs7313052	0.114079753896364	D	c2	TRM	mixed
12	P2RX7	352	1000	121560621	121634354	193.963005015716	0.825174825174825	rs3751148	0.0245334379225144	D	c2	TRM	mixed
1	PARP1	199	1000	226538391	226605801	276.888609169379	0.223776223776224	rs3219069	0.017376433185592	D	c2	TRM	mixed
20	PCNA	78	1000	5085598	5117268	36.2412397077282	0.747252747252747	rs7273726	0.0343757930074504	D	c2	TRM	mixed
22	PDGFB	134	10000	39609684	39650957	382.974039951506	0.0148985101489851	rs28625652	0.00283720304075484	D	c2	TRM	mixed
4	PDGFC	359	1000	157672762	157902546	525.710432497577	0.15984015984016	rs10010472	0.0179424978886089	D	c2	TRM	mixed
11	PDGFD	987	1000	103767913	104045027	671.823484044421	0.813186813186813	rs137929222	0.0018513220335693	D	c2	TRM	mixed
4	PDGFRA	203	1000	55085263	55174412	338.942439943979	0.128871128871129	rs75012516	0.0163558602562617	D	c2	TRM	mixed
5	PDGFRB	195	1000	149483401	149545422	248.396015604655	0.200799200799201	rs919751	0.0117005016274735	D	c2	TRM	mixed
17	PECAM1	102	1000	62386776	62417083	111.235083705532	0.341658341658342	rs34329048	0.0272253197117949	D	c2	TRM	mixed
19	PNKP	64	1000	50354459	50380822	123.856183540929	0.0739260739260739	rs192507165	0.00651648425311355	D	c2	TRM	mixed
8	POLB	122	1000	42185972	42239331	147.621725328384	0.25974025974026	rs13282179	0.0117931431533814	D	c2	TRM	mixed
19	POLD1	143	1000	50877579	50931275	226.71644756425	0.134865134865135	rs116926156	0.0125210386621539	D	c2	TRM	mixed
7	POLD2	74	1000	44144278	44173169	26.9485040457552	0.937062937062937	rs180947033	0.050641684274368	D	c2	TRM	mixed
12	POLE	270	1000	133190347	133274110	337.662933456631	0.256743256743257	rs5744897	0.019015731377811	D	c2	TRM	mixed
18	POLI	165	1000	51785848	51834604	360.413996151232	0.0699300699300699	rs76845135	0.00471333334683853	D	c2	TRM	mixed
10	POLL	53	10000	103328638	103358027	118.272285409417	0.0738926107389261	rs139427119	0.000929952972186223	D	c2	TRM	mixed
7	PON1	126	1000	94917668	94963884	204.632052701623	0.0979020979020979	rs3917541	0.00647137392740085	D	c2	TRM	mixed
9	PTGS1	147	1000	125122808	125167982	130.629739516893	0.504495504495505	rs12004500	0.0268494147516642	D	c2	TRM	mixed
1	PTGS2	107	1000	186630943	186659559	124.730114746085	0.294705294705295	rs112167261	0.0214292130884518	D	c2	TRM	mixed
1	PTPN22	141	1000	114346432	114424375	83.8942297632019	0.723276723276723	rs55946257	0.0309863004410354	D	c2	TRM	mixed
6	RAET1E	112	1000	150194510	150227195	88.2947881132104	0.474525474525474	rs55803037	0.050408837557966	D	c2	TRM	mixed
6	RAET1G	87	1000	150228013	150254214	93.518613937371	0.324675324675325	rs9383942	0.061820028213263	D	c2	TRM	mixed
6	RAET1L	87	1000	150331265	150356668	66.677108041661	0.465534465534466	rs150974279	0.00192345498746638	D	c2	TRM	mixed
19	RELB	128	1000	45494706	45551456	98.2142767457503	0.715284715284715	rs34293391	0.00956526176541145	D	c2	TRM	mixed
4	RFC1	171	1000	39279068	39378001	56.4976807905329	0.954045954045954	rs180918365	0.0503012991281262	D	c2	TRM	mixed
